sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
netral,Aku dger nya 14 Mei 2027😅❤,Aku dger nya 14 Mei 2027<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Hati Merah>,[]
positif,"Lho apakah ini benar?katanya channel sebelum bilang islam dikenang dan imigran islam dijepang diusir,karna islam katanya bikin masalah dan kekerasan dijepang,jadi rakyat jepang demo mengusir seluruh imigran islam,apa itu suatu fitnah ingin menjatuhkan islam? 🤔","Lho apakah ini benar?katanya channel sebelum bilang islam dikenang dan imigran islam dijepang diusir,karna islam katanya bikin masalah dan kekerasan dijepang,jadi rakyat jepang demo mengusir seluruh imigran islam,apa itu suatu fitnah ingin menjatuhkan islam? <Wajah Berpikir>",[]
netral,Nah benar pak. Saya pernah sudah DP 70jt tau tau bilang ga di ACC dan DP hilang semua😢. Makanya sekarang saya mau bli tanah saja nanti bangun,Nah benar pak. Saya pernah sudah DP 70jt tau tau bilang ga di ACC dan DP hilang semua<Wajah Menangis>. Makanya sekarang saya mau bli tanah saja nanti bangun,[]
negatif,"Mamat komika terbaik menurut gw,... paket komplit... pecah maatttt 🤣🤣🤣","Mamat komika terbaik menurut gw,... paket komplit... pecah maatttt <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>",[]
positif,"wkwkwkwkwk
bingung lucu nya dmn.. 😅

maaf yah","wkwkwkwkwk
bingung lucu nya dmn.. <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>

maaf yah",[]
netral,Kini smuar rsa hlang tmaksud kprcayaan pn hilang yang tinggal skrg was2 ragu2 Klau bka vtt TT pling was2 xprcaya vtt tuk aku sllu dngr org bkta perasan sndri skrg krna minat mbaca komentar je😅😂🙏,Kini smuar rsa hlang tmaksud kprcayaan pn hilang yang tinggal skrg was2 ragu2 Klau bka vtt TT pling was2 xprcaya vtt tuk aku sllu dngr org bkta perasan sndri skrg krna minat mbaca komentar je<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Menangis Gembira><Tangan Merapat Berdoa>,[]
negatif,"Moji makin naik kalo bisa mempertahankan program komedi 
Jaya jaya jaya 😂","Moji makin naik kalo bisa mempertahankan program komedi 
Jaya jaya jaya <Wajah Menangis Gembira>",[]
netral,"Dobbol,,,, 😂😂😂","Dobbol,,,, <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>",[]
positif,Terpesona Aura Magis Hutan De Djawatan 😘,Terpesona Aura Magis Hutan De Djawatan <Wajah Meniup Ciuman>,[]
netral,"Ada, aku 😁😁","Ada, aku <Wajah Menyeringai Dengan Mata Tersenyum><Wajah Menyeringai Dengan Mata Tersenyum>",[]
negatif,terima kasih yaa 🙏 terima kasih juga sudah jadi sahabat abdi..❤❤❤,terima kasih yaa <Tangan Merapat Berdoa> terima kasih juga sudah jadi sahabat abdi..<Hati Merah><Hati Merah><Hati Merah>,[]
negatif,Cantik banget viewnya 😍,Cantik banget viewnya <Wajah Tersenyum Dengan Mata Hati>,[]
negatif,Laperr. Enak banget 😮,Laperr. Enak banget <Wajah Terperangah Terbuka>,[]
negatif,"Ngaleut kitu nya ngabesan teh😁, mantak parasmanan teh kudu persiapan loba hhe. Salam dari Sukabumi wargi sumedang","Ngaleut kitu nya ngabesan teh<Wajah Menyeringai Dengan Mata Tersenyum>, mantak parasmanan teh kudu persiapan loba hhe. Salam dari Sukabumi wargi sumedang",[]
netral,Aku di 21 Mei ❤,Aku di 21 Mei <Hati Merah>,[]
negatif,Semoga anakku bisa nonton film ini 😢,Semoga anakku bisa nonton film ini <Wajah Menangis>,[]
netral,Belum kakak😊,Belum kakak<Wajah Tersenyum Dengan Mata Tersenyum>,[]
netral,Buattat Kak fanny 👍bagus👍 bagen❤,Buattat Kak fanny <Jempol Ke Atas>bagus<Jempol Ke Atas> bagen<Hati Merah>,[]
negatif,"Masyaallah indah nya lagu"" Ini❤❤❤❤","Masyaallah indah nya lagu"" Ini<Hati Merah><Hati Merah><Hati Merah><Hati Merah>",[]
negatif,Kalau emang jadi Beban Mundur saja Bang biar mentri lain pun semua yang g bisa kerja jgn Omdo mundur saja. Kasian Rakyat nunggu pemerintah bekerja mensejahtrakan Rakyat malah 6 tahun Rakyat makin sengsara 😠💣💔,Kalau emang jadi Beban Mundur saja Bang biar mentri lain pun semua yang g bisa kerja jgn Omdo mundur saja. Kasian Rakyat nunggu pemerintah bekerja mensejahtrakan Rakyat malah 6 tahun Rakyat makin sengsara <Wajah Marah><Bom><Hati Patah>,[]
positif,Gw aj yang orang indo aj g tau jga klo di indo ada sekolah semahal itu 😭💔,Gw aj yang orang indo aj g tau jga klo di indo ada sekolah semahal itu <Wajah Menangis Kencang><Hati Patah>,[]
positif,terlalu sayang sama suarany❤,terlalu sayang sama suarany<Hati Merah>,[]
negatif,ada banyak matt di dalam matt 😛 kata andrea. kalimat ini mewakili isi kepala matt ketika dikuasai rasa cemas. - bagaimana jika andrea mengalami kecelakaan 😠 - bagaimana jika aku tidak bisa 😣 - bagaimana jika ada perampok di ujung jalan dls,ada banyak matt di dalam matt <Wajah Menjulurkan Lidah> kata andrea. kalimat ini mewakili isi kepala matt ketika dikuasai rasa cemas. - bagaimana jika andrea mengalami kecelakaan <Wajah Marah> - bagaimana jika aku tidak bisa <Wajah Bertahan Menderita> - bagaimana jika ada perampok di ujung jalan dls,[]
negatif,Wahahaha🤣🤣🤣,Wahahaha<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
negatif,Suka vlog nya❤,Suka vlog nya<Hati Merah>,[]
netral,Lagu ini mengingat sama seseorang😢,Lagu ini mengingat sama seseorang<Wajah Menangis>,[]
positif,"Pernah pesan Mie ayam,Penyajiannya tuh cuma Mie di kasih kecap sama di kasih ayam suir doang tanpa bumbu dan penyedap rasa sama sekali,Rasanya cuma manis kecap doang ayamnya juga udah bau apek sayurannya Bisa di hitung pake jari,kalo di bandingi sama mie ayam di tempat lain Harganya menurut aku lumayan mahal untuk seporsi mie ayam (Sorry maksud aku Mie kecap pake ayam suir doang) 🤣","Pernah pesan Mie ayam,Penyajiannya tuh cuma Mie di kasih kecap sama di kasih ayam suir doang tanpa bumbu dan penyedap rasa sama sekali,Rasanya cuma manis kecap doang ayamnya juga udah bau apek sayurannya Bisa di hitung pake jari,kalo di bandingi sama mie ayam di tempat lain Harganya menurut aku lumayan mahal untuk seporsi mie ayam (Sorry maksud aku Mie kecap pake ayam suir doang) <Tertawa Terpingkal-Pingkal>",[]
netral,"𝐿ℎ𝑡 ℎ𝑟𝑔𝑎 𝑝𝑖𝑠𝑎𝑢 𝑎𝑗𝑎 ℎ𝑚𝑝𝑖𝑟 1 𝑗𝑡𝑎, 𝑗𝑑𝑖 𝑚𝑖𝑘𝑖𝑟"" 𝑙𝑔 𝑝𝑛𝑔𝑒𝑛 𝑝𝑢𝑛𝑦𝑎 𝑝𝑒𝑟𝑎𝑙𝑎𝑡𝑎𝑛 𝑐𝑒𝑚𝑝𝑖𝑛𝑔 😊 𝑏𝑖𝑎𝑠𝑎 𝑏𝑙𝑖 𝑝𝑖𝑠𝑎𝑢 𝑦𝑔 ℎ𝑟𝑔𝑎 15 𝑟𝑒𝑏𝑢 😂","𝐿ℎ𝑡 ℎ𝑟𝑔𝑎 𝑝𝑖𝑠𝑎𝑢 𝑎𝑗𝑎 ℎ𝑚𝑝𝑖𝑟 1 𝑗𝑡𝑎, 𝑗𝑑𝑖 𝑚𝑖𝑘𝑖𝑟"" 𝑙𝑔 𝑝𝑛𝑔𝑒𝑛 𝑝𝑢𝑛𝑦𝑎 𝑝𝑒𝑟𝑎𝑙𝑎𝑡𝑎𝑛 𝑐𝑒𝑚𝑝𝑖𝑛𝑔 <Wajah Tersenyum Dengan Mata Tersenyum> 𝑏𝑖𝑎𝑠𝑎 𝑏𝑙𝑖 𝑝𝑖𝑠𝑎𝑢 𝑦𝑔 ℎ𝑟𝑔𝑎 15 𝑟𝑒𝑏𝑢 <Wajah Menangis Gembira>",[]
positif,Apaan sihhh lagi jumpscare juga malah iklan kan ke pending kagetnya😢,Apaan sihhh lagi jumpscare juga malah iklan kan ke pending kagetnya<Wajah Menangis>,[]
positif,"Sudah tidak tertarik mengikuti mereka sejak ""kepencet like""😂.","Sudah tidak tertarik mengikuti mereka sejak ""kepencet like""<Wajah Menangis Gembira>.",[]
netral,Penyanyi asli nya kalah😅,Penyanyi asli nya kalah<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Semoga sehat selalu ya😊😊😊,Semoga sehat selalu ya<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
netral,Bisa gak sih tes game selain MLBB😂,Bisa gak sih tes game selain MLBB<Wajah Menangis Gembira>,[]
netral,Duh jd ngeri wkwkw 😛,Duh jd ngeri wkwkw <Wajah Menjulurkan Lidah>,[]
negatif,"Luar biasa lagunya, yayasannya, grupnya, orang-orangnya, pokoknya semua elemen di dalamnya 😍","Luar biasa lagunya, yayasannya, grupnya, orang-orangnya, pokoknya semua elemen di dalamnya <Wajah Tersenyum Dengan Mata Hati>",[]
negatif,Marissa lucu banget gak jaim apa adanya. Suaranya jg bagus banget 💯🔥🔥,Marissa lucu banget gak jaim apa adanya. Suaranya jg bagus banget <Nilai Seratus Sempurna><Api><Api>,[]
negatif,"Udah pada mengakar ya kalian bencinya. Gue sebel sih sama geledek semuanya dan konten2nya. Tapi kali ini, lagunya upgrade dari yang sebelumnya, lebih berima dan oke. Coba di dengerin dulu, objektif sekali2 walaupun benci. Terlepas dari latar belakang yang rame kemarin 😠","Udah pada mengakar ya kalian bencinya. Gue sebel sih sama geledek semuanya dan konten2nya. Tapi kali ini, lagunya upgrade dari yang sebelumnya, lebih berima dan oke. Coba di dengerin dulu, objektif sekali2 walaupun benci. Terlepas dari latar belakang yang rame kemarin <Wajah Marah>",[]
negatif,"Terima Kasih Untuk Resepnya.👍
"" BERKAH DALEM "".🙏","Terima Kasih Untuk Resepnya.<Jempol Ke Atas>
"" BERKAH DALEM "".<Tangan Merapat Berdoa>",[]
negatif,Mau itu sekelompok kecil yang diserang pun tdk boleh karena sudah pasti menjalar kemana Kita negara hukum serahkan ke pihak berwajib Kalo hny berdasarkan balas dendam tdk akan tuntas Bnyk hasutan yang lebih ngeri sampai ada yang mengerakkan perkosaan Aduh miris bgt 😠💣💔,Mau itu sekelompok kecil yang diserang pun tdk boleh karena sudah pasti menjalar kemana Kita negara hukum serahkan ke pihak berwajib Kalo hny berdasarkan balas dendam tdk akan tuntas Bnyk hasutan yang lebih ngeri sampai ada yang mengerakkan perkosaan Aduh miris bgt <Wajah Marah><Bom><Hati Patah>,[]
netral,"nono you're really 
smart little boy ❤❤❤❤","nono you're really 
smart little boy <Hati Merah><Hati Merah><Hati Merah><Hati Merah>",[]
netral,Wanjeeerrrr ngeri bener wkwkwk 😛,Wanjeeerrrr ngeri bener wkwkwk <Wajah Menjulurkan Lidah>,[]
netral,Udah berapa kali nonton nya❤❤❤😅😅😅😊😊😊,Udah berapa kali nonton nya<Hati Merah><Hati Merah><Hati Merah><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,wkwkwk... 🤣🤣🤣🤣,wkwkwk... <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
netral,SArah     ussyyxc  nmyseeegjkdyxc😮😮😮6😢😂😂😂❤,SArah     ussyyxc  nmyseeegjkdyxc<Wajah Terperangah Terbuka><Wajah Terperangah Terbuka><Wajah Terperangah Terbuka>6<Wajah Menangis><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Hati Merah>,[]
positif,👍👍👍👍👍Lanjut.........,<Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>Lanjut.........,[]
netral,21:00 tiba-tiba banget oppa gangnam style 😭,21:00 tiba-tiba banget oppa gangnam style <Wajah Menangis Kencang>,[]
netral,Yg terakhir kok aku jijik ya:'),Yg terakhir kok aku jijik ya:'),[]
negatif,Ngakak banget sumpah 😅,Ngakak banget sumpah <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Merosahkan🤣,Merosahkan<Tertawa Terpingkal-Pingkal>,[]
negatif,waaaaaahhk !! GILAAA 250 ribu 😂😱😱😱😱,waaaaaahhk !! GILAAA 250 ribu <Wajah Menangis Gembira><Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan>,[]
positif,Dubbingnya kedengaran aneh 😂😂😂,Dubbingnya kedengaran aneh <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Kuncinya pada MSG...😅😅😅....bercanda ya...🙏🙏,Kuncinya pada MSG...<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>....bercanda ya...<Tangan Merapat Berdoa><Tangan Merapat Berdoa>,[]
netral,Seandainya prily sama domani disenetron betapa serunya 😅😅❤,Seandainya prily sama domani disenetron betapa serunya <Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Hati Merah>,[]
negatif,banget jahtnya anknya 😢,banget jahtnya anknya <Wajah Menangis>,[]
negatif,Nonton lagi krn kangen sedfud ❤,Nonton lagi krn kangen sedfud <Hati Merah>,[]
negatif,Besar juga😂😂,Besar juga<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Kalian sayang sama orang tua❤❤❤❤❤❤❤❤,Kalian sayang sama orang tua<Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah><Hati Merah>,[]
negatif,"Selamat pagi sahabatku
Pidionya sangat menarik
Sampei gak terasa sampei habis di tonton sahabatku 👍👍👍","Selamat pagi sahabatku
Pidionya sangat menarik
Sampei gak terasa sampei habis di tonton sahabatku <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>",[]
positif,Adu ayam dekat orang tidur🤣🤣🤣,Adu ayam dekat orang tidur<Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
positif,Mungkin lebih ke.... x factor gak mau berbagi sm talent nya kali ya....???😅,Mungkin lebih ke.... x factor gak mau berbagi sm talent nya kali ya....???<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
negatif,Kxjdhdijd😂😂😂😂😂😂😂😂,Kxjdhdijd<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
netral,"I burst out crying when the beggars daughter show up in school uniform 😭😭😭😭


Thais ada are on another level man 😭","I burst out crying when the beggars daughter show up in school uniform <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang>


Thais ada are on another level man <Wajah Menangis Kencang>",[]
netral,Pengen nelpon mama trs nangis2 aja sampe puas 😛,Pengen nelpon mama trs nangis2 aja sampe puas <Wajah Menjulurkan Lidah>,[]
netral,Ditempatku disebut iwel iwel...🙏😁,Ditempatku disebut iwel iwel...<Tangan Merapat Berdoa><Wajah Menyeringai Dengan Mata Tersenyum>,[]
netral,Kotjaaak...!!! 😂😅,Kotjaaak...!!! <Wajah Menangis Gembira><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>,[]
positif,Season 13 Basarnas malah gimana jir konsep padang nya si Alifa nih sibuk sama sayur nya apalagi tim nya kurang komunikasi 😢😢,Season 13 Basarnas malah gimana jir konsep padang nya si Alifa nih sibuk sama sayur nya apalagi tim nya kurang komunikasi <Wajah Menangis><Wajah Menangis>,[]
netral,Izin ngambil ya kak😊,Izin ngambil ya kak<Wajah Tersenyum Dengan Mata Tersenyum>,[]
netral,"nntn ini pas kebetulan gak bisa pulang 😭
bu, pak, tunggu sebentar lgi yaaa.. semoga Allah slalu menjaga kalian ❤❤","nntn ini pas kebetulan gak bisa pulang <Wajah Menangis Kencang>
bu, pak, tunggu sebentar lgi yaaa.. semoga Allah slalu menjaga kalian <Hati Merah><Hati Merah>",[]
negatif,Ngantuk banget demi mau merem takut kuliah online ke skip lagi 😛,Ngantuk banget demi mau merem takut kuliah online ke skip lagi <Wajah Menjulurkan Lidah>,[]
positif,"Tidak boleh menghina dari kekayaan tapi dari 
Penampilan nya  
Mesti minta maaf dulu ❤❤","Tidak boleh menghina dari kekayaan tapi dari 
Penampilan nya  
Mesti minta maaf dulu <Hati Merah><Hati Merah>",[]
netral,"Jiworoso memberi salam ,,,,,semoga  jaya..🙏🙏🙏","Jiworoso memberi salam ,,,,,semoga  jaya..<Tangan Merapat Berdoa><Tangan Merapat Berdoa><Tangan Merapat Berdoa>",[]
positif,"Lagu2 skrg bkn tak bagus...cuma lagu2 old, melodi dan lirik lebih puitis❤❤❤","Lagu2 skrg bkn tak bagus...cuma lagu2 old, melodi dan lirik lebih puitis<Hati Merah><Hati Merah><Hati Merah>",[]
negatif,Inilah tanda Syukur dan Cinta Anak sama IBU dan Saudaranya. ❤❤❤,Inilah tanda Syukur dan Cinta Anak sama IBU dan Saudaranya. <Hati Merah><Hati Merah><Hati Merah>,[]
negatif,salah satu vokalis yang style nya nyleneh tapi tetep nyaman diliat🔥,salah satu vokalis yang style nya nyleneh tapi tetep nyaman diliat<Api>,[]
negatif,Suka banget bintang penannya ini dokter Li ......sangat ganteng alami..matanya indah sekali ❤❤❤,Suka banget bintang penannya ini dokter Li ......sangat ganteng alami..matanya indah sekali <Hati Merah><Hati Merah><Hati Merah>,[]
positif,Iis udah liat njir... Ngakak gue 😂😂😂,Iis udah liat njir... Ngakak gue <Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,terharu gw liatnya😢,terharu gw liatnya<Wajah Menangis>,[]
positif,Meninggal gw anjir😭,Meninggal gw anjir<Wajah Menangis Kencang>,[]
positif,Persis diriku suka bohong dg anak mkn lah mm sdh mkn ....atau untuk yang lain ...mkn lah sy sdh mkn 😭😭😭❤,Persis diriku suka bohong dg anak mkn lah mm sdh mkn ....atau untuk yang lain ...mkn lah sy sdh mkn <Wajah Menangis Kencang><Wajah Menangis Kencang><Wajah Menangis Kencang><Hati Merah>,[]
netral,Jokes eca buatan sahat berarti😂,Jokes eca buatan sahat berarti<Wajah Menangis Gembira>,[]
negatif,Tak kada ...😊😊😊,Tak kada ...<Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum><Wajah Tersenyum Dengan Mata Tersenyum>,[]
netral,"Hp hp baru silih berganti, pingin ikut juga ganti. Tapi sampek sekarang masih pakek redmi note 10 😂","Hp hp baru silih berganti, pingin ikut juga ganti. Tapi sampek sekarang masih pakek redmi note 10 <Wajah Menangis Gembira>",[]
netral,24 april 2026 ❤❤,24 april 2026 <Hati Merah><Hati Merah>,[]
positif,Aku auto ngakak pas pak Surya bilang gitu malah gak ngeh kalau kaptennya yang main itu 🤣🤣🤣🤣🤣,Aku auto ngakak pas pak Surya bilang gitu malah gak ngeh kalau kaptennya yang main itu <Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal><Tertawa Terpingkal-Pingkal>,[]
negatif,Ya Allah 😭,Ya Allah <Wajah Menangis Kencang>,[]
negatif,Owner nya ngakak ketawanya nular😂😂😂,Owner nya ngakak ketawanya nular<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,"Kalimat yang aku inget selalu dan mungkin akan selalu aku terapkan di kehidupan sehari hari ""Heh Ojo nganggur, ngapain ??, gak enakk nganggurr!!"", selalu belajar, menganggap dirimu bodoh, agar kamu selalu ingin belajar, dan jangan mudah menyerah. Gausah bergaya hidup mewah, jangan beli pujian (WAHH), Stay Sederhana. 

Sukses dan sehat selalu bapak dan ibu ❤","Kalimat yang aku inget selalu dan mungkin akan selalu aku terapkan di kehidupan sehari hari ""Heh Ojo nganggur, ngapain ??, gak enakk nganggurr!!"", selalu belajar, menganggap dirimu bodoh, agar kamu selalu ingin belajar, dan jangan mudah menyerah. Gausah bergaya hidup mewah, jangan beli pujian (WAHH), Stay Sederhana. 

Sukses dan sehat selalu bapak dan ibu <Hati Merah>",[]
positif,Kaya banget nih wkwkwkwk Sandiaga Uno yang menurut aku udh kaya aja kalah wkwwwk 😂,Kaya banget nih wkwkwkwk Sandiaga Uno yang menurut aku udh kaya aja kalah wkwwwk <Wajah Menangis Gembira>,[]
netral,"Ada Jule, ada petinju Ngakak bngttt😂😂","Ada Jule, ada petinju Ngakak bngttt<Wajah Menangis Gembira><Wajah Menangis Gembira>",[]
negatif,Sesuai nama chanelnya. Suara berkelas. Ini siihh berkelas poll MasyaAllah kerennnnn😮😊,Sesuai nama chanelnya. Suara berkelas. Ini siihh berkelas poll MasyaAllah kerennnnn<Wajah Terperangah Terbuka><Wajah Tersenyum Dengan Mata Tersenyum>,[]
negatif,Kocakk kocakk😂😂😂😂😂😂,Kocakk kocakk<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,Mantap tapi tdk bisa di donload..🤣😂,Mantap tapi tdk bisa di donload..<Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira>,[]
positif,Pengen sukses tapi bukan di bidang ini❤,Pengen sukses tapi bukan di bidang ini<Hati Merah>,[]
netral,12:19 ahhhh😂😂😂,12:19 ahhhh<Wajah Menangis Gembira><Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
negatif,Enak banget lagunya😄,Enak banget lagunya<Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>,[]
positif,"18 tahun itu kemana ??? Hidup bukan di bumi, miskin bgmn sampe ngk punya HP untuk kontak, manusia2 aneh  !!
Masing2 punya pilihan hidup, giliran ketemu menangis bukannya senang..😅😅😅","18 tahun itu kemana ??? Hidup bukan di bumi, miskin bgmn sampe ngk punya HP untuk kontak, manusia2 aneh  !!
Masing2 punya pilihan hidup, giliran ketemu menangis bukannya senang..<Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin><Wajah Tersenyum Mulut Terbuka Dan Keringat Dingin>",[]
negatif,"Wooowwww hijau segar dan mempesona alam desanya, pegunungan dolomitesnya indah luar biasa. Alam yang tiada dua di di dunia. Dgn menonton video kaka, rasa rasanya saya menyaksikan langsung di Itali hehe.. seru deh..video video kaka. Salam hormat saya dari FLORES NTT 👍👍👍  🙋🙋🙋","Wooowwww hijau segar dan mempesona alam desanya, pegunungan dolomitesnya indah luar biasa. Alam yang tiada dua di di dunia. Dgn menonton video kaka, rasa rasanya saya menyaksikan langsung di Itali hehe.. seru deh..video video kaka. Salam hormat saya dari FLORES NTT <Jempol Ke Atas><Jempol Ke Atas><Jempol Ke Atas>  <Orang Mengangkat Tangan><Orang Mengangkat Tangan><Orang Mengangkat Tangan>",[]
negatif,"Sok paling benar sendiri, benci bgt sama manusia jenis begini 😠","Sok paling benar sendiri, benci bgt sama manusia jenis begini <Wajah Marah>",[]
positif,Ngitung  penghasilan mah gampang jalani setengah mati😂😂,Ngitung  penghasilan mah gampang jalani setengah mati<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
positif,"jangan dikasi harga naik mbun-nya, ntar kalo harganya naik jadi mendang mending mau beli 😭😭","jangan dikasi harga naik mbun-nya, ntar kalo harganya naik jadi mendang mending mau beli <Wajah Menangis Kencang><Wajah Menangis Kencang>",[]
netral,Aku umur 17 tahun kelas 12 udah kerjaa kayak Abang nya ini😓,Aku umur 17 tahun kelas 12 udah kerjaa kayak Abang nya ini<Wajah Dengan Keringat Dingin>,[]
negatif,Sangat lucu🤣,Sangat lucu<Tertawa Terpingkal-Pingkal>,[]
positif,8:08 malu sendiri 😭,8:08 malu sendiri <Wajah Menangis Kencang>,[]
positif,Cocotmu Nang 😂,Cocotmu Nang <Wajah Menangis Gembira>,[]
negatif,Setrika setumpuk gak terasa malah kadang kenangan masa muda yerlinta😂😂,Setrika setumpuk gak terasa malah kadang kenangan masa muda yerlinta<Wajah Menangis Gembira><Wajah Menangis Gembira>,[]
