sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
positif,"Insyallah....mampu dan hrs buang rasa benci,amarah apapun itu 🙏😊","Insyallah....mampu dan hrs buang rasa benci,amarah apapun itu <Tangan Merapat Berdoa><Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,yaallah aku ngetawain ini kenceng bgt sampe mak aku murka trs nyuruh nonton dikebon aja 🤣😂😭,yaallah aku ngetawain ini kenceng bgt sampe mak aku murka trs nyuruh nonton dikebon aja <Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira><Wajah Menangis Kencang>,[]
positif,"need to go to the gym ASAP, gue udah mulai sedih gajelas 😞. Gym udah kayak obat penenang buat gue, prioritas utamanya sekarang bukan untuk bikin badan bagus tapi mencari kebahagian 😊. Serius, gue lagi cardio aja bisa ketawa karna kesenangan 😂. Mungkin karna kelebihan hormon endorfin 🌟","need to go to the gym ASAP, gue udah mulai sedih gajelas <Wajah Kecewa>. Gym udah kayak obat penenang buat gue, prioritas utamanya sekarang bukan untuk bikin badan bagus tapi mencari kebahagian <Wajah Tersenyum Dengan Mata Tersenyum>. Serius, gue lagi cardio aja bisa ketawa karna kesenangan <Wajah Menangis Gembira>. Mungkin karna kelebihan hormon endorfin <Bintang Bersinar>",[]
positif,"iseng kok, ya nyantai aja kalau ada yang mau syukur ngga ya coba lagi haha 😂🤣","iseng kok, ya nyantai aja kalau ada yang mau syukur ngga ya coba lagi haha <Wajah Menangis Gembira><Tertawa Terpingkal-Pingkal>",[]
positif,"Kirekire 2bln lalu, orgtua manten dtg beli baju sekolah untuk anaknya. Teruuuus saya gugup saat menjualnya, gugup rindu sama anaknya hhh 😊🙏","Kirekire 2bln lalu, orgtua manten dtg beli baju sekolah untuk anaknya. Teruuuus saya gugup saat menjualnya, gugup rindu sama anaknya hhh <Wajah Tersenyum Dengan Mata Tersenyum><Tangan Merapat Berdoa>",[]
positif,"Aku yang pribumi dukung pakde Jokowi juga makin enak skrg, lebih baik hidup ku karena setiap tahun ada peningkatan kehidupan 😊. Elu doang yang sengsara lalu bandingin sama cina sgala.. 🙄 Makanya bersyukur sama Tuhan spy hidup lebih nikmat 🙏","Aku yang pribumi dukung pakde Jokowi juga makin enak skrg, lebih baik hidup ku karena setiap tahun ada peningkatan kehidupan <Wajah Tersenyum Dengan Mata Tersenyum>. Elu doang yang sengsara lalu bandingin sama cina sgala.. <Wajah Memutar Mata> Makanya bersyukur sama Tuhan spy hidup lebih nikmat <Tangan Merapat Berdoa>",[]
positif,aku bangga kenalan ama bundarita yang soleh .. Amin 🙏😇,aku bangga kenalan ama bundarita yang soleh .. Amin <Tangan Merapat Berdoa><Wajah Tersenyum Malaikat>,[]
positif,Bikin Senang 😊,Bikin Senang <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,"Terakhir dpt tip kek gitu, malam tahun baru, dan itu mba nya ga berani Pulang depan rumah Takut ketauan suami 😱, jadi di Gang sebelah sambil terburu""terburu takut di Marah in gara gara malam tahun baruan ama temenya wwkwkw 🤣😂","Terakhir dpt tip kek gitu, malam tahun baru, dan itu mba nya ga berani Pulang depan rumah Takut ketauan suami <Wajah Berteriak Ketakutan>, jadi di Gang sebelah sambil terburu""terburu takut di Marah in gara gara malam tahun baruan ama temenya wwkwkw <Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira>",[]
positif,"Aamiin Yaa Rabbal'aalamiin 🙏 Tiada hari tanpa pagi, tiada kebahagiaan di pagi hari jika tanpa senyum darimu akhy 😊 Dan bersyukur lah dgn mengucap syukur kepada Ilahi 😇 Assalamu'alaikum sahabatku Salam Jumat Berkah 🌟","Aamiin Yaa Rabbal'aalamiin <Tangan Merapat Berdoa> Tiada hari tanpa pagi, tiada kebahagiaan di pagi hari jika tanpa senyum darimu akhy <Wajah Tersenyum Dengan Mata Tersenyum> Dan bersyukur lah dgn mengucap syukur kepada Ilahi <Wajah Tersenyum Malaikat> Assalamu'alaikum sahabatku Salam Jumat Berkah <Bintang Bersinar>",[]
positif,"Udh bener pemerintah banned tiktok di indo.. 👏 Ngeri kali konten""nya tuh loh.. 😱","Udh bener pemerintah banned tiktok di indo.. <Tepuk Tangan> Ngeri kali konten""nya tuh loh.. <Wajah Berteriak Ketakutan>",[]
positif,"Terkejut aq 😱. Ingat mak aq main twitter marah aq jerit ""TENGOK WHATSAPP!"" 😲😂","Terkejut aq <Wajah Berteriak Ketakutan>. Ingat mak aq main twitter marah aq jerit ""TENGOK WHATSAPP!"" <Wajah Terperanjat><Wajah Menangis Gembira>",[]
positif,saya bangga jadi kawan acap 😊🌟,saya bangga jadi kawan acap <Wajah Tersenyum Dengan Mata Tersenyum><Bintang Bersinar>,[]
positif,"sumpah penat 😩, tapi aku selalu pegang yang jalan kita semua dah tertulis, tinggal nak lalu je 😌🙏","sumpah penat <Wajah Lelah Lesu>, tapi aku selalu pegang yang jalan kita semua dah tertulis, tinggal nak lalu je <Wajah Lega><Tangan Merapat Berdoa>",[]
positif,Wow abis april mop tbtb bighit drop mv baru gimana? 😱 Niatnya ngerjain bangtan sonyeondan gataunya kt yang terkejut 🤣🌟,Wow abis april mop tbtb bighit drop mv baru gimana? <Wajah Berteriak Ketakutan> Niatnya ngerjain bangtan sonyeondan gataunya kt yang terkejut <Tertawa Terpingkal-Pingkal><Bintang Bersinar>,[]
positif,Somehow Uchitama ep 6 buat crossover Division Rap Battle dahlah Saito Soma pun ada dalam Division Rap Battle 😱 Paling terkejut masa Kaji Yuki rap nak terkoyak mask aku sebab fangirling XD 🤣,Somehow Uchitama ep 6 buat crossover Division Rap Battle dahlah Saito Soma pun ada dalam Division Rap Battle <Wajah Berteriak Ketakutan> Paling terkejut masa Kaji Yuki rap nak terkoyak mask aku sebab fangirling XD <Tertawa Terpingkal-Pingkal>,[]
positif,Gapapa mas saya bangga sama temen temen saya 😛,Gapapa mas saya bangga sama temen temen saya <Wajah Menjulurkan Lidah>,[]
positif,Morn 😊 Semoga tiap hari kita bahagia. Stay strong ya kita 💪,Morn <Wajah Tersenyum Dengan Mata Tersenyum> Semoga tiap hari kita bahagia. Stay strong ya kita <Otot Lengan Kuat>,[]
positif,"senang hari ini, menjadi halu kemudian 😛","senang hari ini, menjadi halu kemudian <Wajah Menjulurkan Lidah>",[]
positif,Kamu SOpan Aku Senang 😛,Kamu SOpan Aku Senang <Wajah Menjulurkan Lidah>,[]
positif,HAHAHSJDKDKD TERKEJUT WOI 😛,HAHAHSJDKDKD TERKEJUT WOI <Wajah Menjulurkan Lidah>,[]
positif,Syukur deh buruan... 😛,Syukur deh buruan... <Wajah Menjulurkan Lidah>,[]
positif,"Pernah dan di Tilang. Habis itu ngakuin kesalahan. Awalnya sih sedikit gugup , panik dan berat mengakui kesalahan. Tapi pas sudah ngakuin rasanya lega. 😌","Pernah dan di Tilang. Habis itu ngakuin kesalahan. Awalnya sih sedikit gugup , panik dan berat mengakui kesalahan. Tapi pas sudah ngakuin rasanya lega. <Wajah Lega>",[]
positif,"bangga bgt uwu 🙌, karna burung burungan adalah kunci biar gak gabut 😂","bangga bgt uwu <Mengangkat Kedua Tangan>, karna burung burungan adalah kunci biar gak gabut <Wajah Menangis Gembira>",[]
positif,"beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia 😊","beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,Biar aku gk jijik sendiri wkwk 😛,Biar aku gk jijik sendiri wkwk <Wajah Menjulurkan Lidah>,[]
positif,"Gegara film ini aku jadi gak benci exo .. lucu pas eunhyuk joget"" sama hyukjae pas masih trainer huhu 😛 pengen nonton lagi.. ada yang punya kah??","Gegara film ini aku jadi gak benci exo .. lucu pas eunhyuk joget"" sama hyukjae pas masih trainer huhu <Wajah Menjulurkan Lidah> pengen nonton lagi.. ada yang punya kah??",[]
positif,wow 😊 senang sekali anda ngubah jadwal kereta.,wow <Wajah Tersenyum Dengan Mata Tersenyum> senang sekali anda ngubah jadwal kereta.,[]
positif,"argh bahagia gila tiba"" crush call pukul 6 tadi , aww dia ckp sorry sbb dia tertido awal 😛","argh bahagia gila tiba"" crush call pukul 6 tadi , aww dia ckp sorry sbb dia tertido awal <Wajah Menjulurkan Lidah>",[]
positif,Terpesona Aura Magis Hutan De Djawatan 😘,Terpesona Aura Magis Hutan De Djawatan <Wajah Meniup Ciuman>,[]
positif,Gue masih ga lupa muka anak2 sma gue dan kenyamanan gue disana wkwk senang banget alam bawah sadar ku masih ingat 😄,Gue masih ga lupa muka anak2 sma gue dan kenyamanan gue disana wkwk senang banget alam bawah sadar ku masih ingat <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>,[]
positif,Terima kasih ya Allah kerana rezeki kurniakan daku dgn anak2 solehah 🤗 permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dalam mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya Allah. Syukur,Terima kasih ya Allah kerana rezeki kurniakan daku dgn anak2 solehah <Wajah Memeluk> permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dalam mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya Allah. Syukur,[]
positif,"Di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan. Mungkin memang tdk ditakdirkan untuk bersama, tp sya bangga anda mau berusaha. Sekarang, face the world, partner! 😊","Di balik kacamata hitam hari ini sya lihat banyak keceriaan dan warnawarni kehidupan. Mungkin memang tdk ditakdirkan untuk bersama, tp sya bangga anda mau berusaha. Sekarang, face the world, partner! <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,"Hallo, the unroll you asked for: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan 😊. Enjoy","Hallo, the unroll you asked for: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan <Wajah Tersenyum Dengan Mata Tersenyum>. Enjoy",[]
positif,"Bangun pagi-pagi sungguh senang, amat senang 😛","Bangun pagi-pagi sungguh senang, amat senang <Wajah Menjulurkan Lidah>",[]
positif,"Kebahagiaan bukan timbunan harta, bagiku, orang yang takwa, itulah bahagia 😊","Kebahagiaan bukan timbunan harta, bagiku, orang yang takwa, itulah bahagia <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,Bangga bgt 😛,Bangga bgt <Wajah Menjulurkan Lidah>,[]
positif,ikut senang melihatnya 😛,ikut senang melihatnya <Wajah Menjulurkan Lidah>,[]
positif,syukur haha. jgn flop sudeh haha 😛,syukur haha. jgn flop sudeh haha <Wajah Menjulurkan Lidah>,[]
positif,5. Heummm teman temannya kakak kakaknya dan semuanya XD tessen duka kastil elf 😛,5. Heummm teman temannya kakak kakaknya dan semuanya XD tessen duka kastil elf <Wajah Menjulurkan Lidah>,[]
positif,Senang jaa asalkan tak memilih dan boleh susah senang bersama asalkan bahagia tu yang penting 😛,Senang jaa asalkan tak memilih dan boleh susah senang bersama asalkan bahagia tu yang penting <Wajah Menjulurkan Lidah>,[]
positif,Bangga anjir wkwk 😛,Bangga anjir wkwk <Wajah Menjulurkan Lidah>,[]
positif,"Disebabkan stain tak hilang, mummy shopping 5 helai baju untuk anak. Puas hati! 😛","Disebabkan stain tak hilang, mummy shopping 5 helai baju untuk anak. Puas hati! <Wajah Menjulurkan Lidah>",[]
positif,"Bangga aku sama kamu, Indonesia 😊","Bangga aku sama kamu, Indonesia <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,"Hahaha iya menurutku P'Tay pintar kok, cb nonton TayNew Meal Date dan dengerin dia ngoceh berbagai hal ttg makanan (mungkin scripted tp aku ttp terpesona haha) 😛. Dia jg jago dalam vocab bhs Thailand. 🤔","Hahaha iya menurutku P'Tay pintar kok, cb nonton TayNew Meal Date dan dengerin dia ngoceh berbagai hal ttg makanan (mungkin scripted tp aku ttp terpesona haha) <Wajah Menjulurkan Lidah>. Dia jg jago dalam vocab bhs Thailand. <Wajah Berpikir>",[]
positif,"Tuhanku aku begitu menyayanginya, jaga dia, dan jaga hubungan kami, aku ingin terus bersamanya, suka maupun duka 😘","Tuhanku aku begitu menyayanginya, jaga dia, dan jaga hubungan kami, aku ingin terus bersamanya, suka maupun duka <Wajah Meniup Ciuman>",[]
positif,"Oiya, kerudung itu trus dipkainya buat ke mushola. Sedih deh, ingetnya. Kata nenek, ada orng di pengajian nanyain belinya di mana. Nenek dngn bangga bilang, ""dri cucu saya Tita."" Huhuhu 😛 melting gk si sama nenek gw yang sngat manis.","Oiya, kerudung itu trus dipkainya buat ke mushola. Sedih deh, ingetnya. Kata nenek, ada orng di pengajian nanyain belinya di mana. Nenek dngn bangga bilang, ""dri cucu saya Tita."" Huhuhu <Wajah Menjulurkan Lidah> melting gk si sama nenek gw yang sngat manis.",[]
positif,Benaaaaar. Gils. Tapi kali ini rm suga jin.. Aku terpesona dengan tarian mereka 😛,Benaaaaar. Gils. Tapi kali ini rm suga jin.. Aku terpesona dengan tarian mereka <Wajah Menjulurkan Lidah>,[]
positif,"Aaahh syukur deh ikut seneng aku, sehat terus ya jisungie 😊","Aaahh syukur deh ikut seneng aku, sehat terus ya jisungie <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,"Terima kasih kembali Kak Zahra, mohon menunggu ya kak, admin senang bisa membantu. 😊 -Daus","Terima kasih kembali Kak Zahra, mohon menunggu ya kak, admin senang bisa membantu. <Wajah Tersenyum Dengan Mata Tersenyum> -Daus",[]
positif,apa tuh yang bikin senang 😛,apa tuh yang bikin senang <Wajah Menjulurkan Lidah>,[]
positif,"Alhamdulillah bunda 😊 Seandainya aq deket sm bunda mungkin kita bisa berbagi Suka maupun duka,,","Alhamdulillah bunda <Wajah Tersenyum Dengan Mata Tersenyum> Seandainya aq deket sm bunda mungkin kita bisa berbagi Suka maupun duka,,",[]
positif,Enjoy itu bisa mengucap syukur 😊,Enjoy itu bisa mengucap syukur <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Aku terpesona dgn rencana tuhan yang bg2 sempurna mengatur segala hal. Dan aku mulai mengerti bahwa kesabaran adalah kunci utama. 😌,Aku terpesona dgn rencana tuhan yang bg2 sempurna mengatur segala hal. Dan aku mulai mengerti bahwa kesabaran adalah kunci utama. <Wajah Lega>,[]
positif,"Kalau dah penat tgok citer berat2, tngok The Good Place. Sumpah best! 😛","Kalau dah penat tgok citer berat2, tngok The Good Place. Sumpah best! <Wajah Menjulurkan Lidah>",[]
positif,"Hahaha mungkin karena udh lama ngga ketemu, eh sekali ketemu Sohyunnya lagi cantik bgtt. Mana ngga gugup 😛","Hahaha mungkin karena udh lama ngga ketemu, eh sekali ketemu Sohyunnya lagi cantik bgtt. Mana ngga gugup <Wajah Menjulurkan Lidah>",[]
positif,"DOMENPASAR,BALI Aku Mau Airpods pink Happy birthday buat kamu ,semoga apa yang di inginkan tercapai dan makin lancar rezekinya , and be happy pastinya be loyal army beb aku juga bangga banget sama bangtan apalagi bang Taehyung love banget , BORAHAEEE ,I PURPLE YOUU 😘","DOMENPASAR,BALI Aku Mau Airpods pink Happy birthday buat kamu ,semoga apa yang di inginkan tercapai dan makin lancar rezekinya , and be happy pastinya be loyal army beb aku juga bangga banget sama bangtan apalagi bang Taehyung love banget , BORAHAEEE ,I PURPLE YOUU <Wajah Meniup Ciuman>",[]
positif,Dari suka aku belajar menghargai hidup dan dari duka aku belajar mencintai hidup. Terimakasih Tuhan. 25 🤗,Dari suka aku belajar menghargai hidup dan dari duka aku belajar mencintai hidup. Terimakasih Tuhan. 25 <Wajah Memeluk>,[]
positif,"aku terkejut liat minhyuk ngerangkul jh ternyata dah kenal lama my babies huuuuu, makasih ka infonyaaa 😘","aku terkejut liat minhyuk ngerangkul jh ternyata dah kenal lama my babies huuuuu, makasih ka infonyaaa <Wajah Meniup Ciuman>",[]
positif,"Al-Qur'an itu indah , apalagi kalau dibaca dan dihafalkan, membuat hati senang dikala sedang sedih 😊","Al-Qur'an itu indah , apalagi kalau dibaca dan dihafalkan, membuat hati senang dikala sedang sedih <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,hahaha tapi pt3 senang 😛,hahaha tapi pt3 senang <Wajah Menjulurkan Lidah>,[]
positif,Aku berdiri kat Sebelah kereta2 yang parking tu takkan nak jerit oi Nae! Nanti terkejut pulak bapak kau ahhaha 😛,Aku berdiri kat Sebelah kereta2 yang parking tu takkan nak jerit oi Nae! Nanti terkejut pulak bapak kau ahhaha <Wajah Menjulurkan Lidah>,[]
positif,aku senang kembali menemukan tawa dari orang-orang yang sudah ku kenal di 19 tahun kehidupanku pdahal aku masih masih berumur 23 saat ini. lama bukan ? hehe 😛,aku senang kembali menemukan tawa dari orang-orang yang sudah ku kenal di 19 tahun kehidupanku pdahal aku masih masih berumur 23 saat ini. lama bukan ? hehe <Wajah Menjulurkan Lidah>,[]
positif,"Huhuhu aku thought spotify tak ada benda ni, sokay lepas ni telinga aku dh tak sengsara dh 😛","Huhuhu aku thought spotify tak ada benda ni, sokay lepas ni telinga aku dh tak sengsara dh <Wajah Menjulurkan Lidah>",[]
positif,Syukur banget 😊,Syukur banget <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Hahaha jadi pengen ikutan sambat pagi-pagi Tapi ngeri kalo senior udh sambat tuh wkwkwkw 😛,Hahaha jadi pengen ikutan sambat pagi-pagi Tapi ngeri kalo senior udh sambat tuh wkwkwkw <Wajah Menjulurkan Lidah>,[]
positif,"Dia udaa tau 3 lagu berarti, sarangeul heta, kill thiss love, sama tetetet tetetet nya zico. Ngeri jadi kpopers aja bis ini wkwkwk 😛","Dia udaa tau 3 lagu berarti, sarangeul heta, kill thiss love, sama tetetet tetetet nya zico. Ngeri jadi kpopers aja bis ini wkwkwk <Wajah Menjulurkan Lidah>",[]
positif,Dia juga membuat aku bangga sebagai pacarnya. 😛,Dia juga membuat aku bangga sebagai pacarnya. <Wajah Menjulurkan Lidah>,[]
positif,Alhamdulillah syukur 😊,Alhamdulillah syukur <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,waah kereen bangeeet. aku terpesona. ga nyangka ya mba. kok bisa gitu ya 😛,waah kereen bangeeet. aku terpesona. ga nyangka ya mba. kok bisa gitu ya <Wajah Menjulurkan Lidah>,[]
positif,sangat-sangat senang 😛,sangat-sangat senang <Wajah Menjulurkan Lidah>,[]
positif,Terpesona dengan dance nya 😛,Terpesona dengan dance nya <Wajah Menjulurkan Lidah>,[]
positif,Puji syukur 😊,Puji syukur <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Aku juga senang 😊,Aku juga senang <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,bangga sekali menjadi ortunya 😛,bangga sekali menjadi ortunya <Wajah Menjulurkan Lidah>,[]
positif,Puas puasin dah flashbacknya wkwk 😛,Puas puasin dah flashbacknya wkwk <Wajah Menjulurkan Lidah>,[]
positif,"satu kepuasan wei, masak subuh2 untuk family then diorg makan puas...makan kenyang2 ye supaya ade tenaga nk buat kerja dan please be safe 😊","satu kepuasan wei, masak subuh2 untuk family then diorg makan puas...makan kenyang2 ye supaya ade tenaga nk buat kerja dan please be safe <Wajah Tersenyum Dengan Mata Tersenyum>",[]
positif,Bangga ga tuh lo bin gue jadi anak 88rising! 😛,Bangga ga tuh lo bin gue jadi anak 88rising! <Wajah Menjulurkan Lidah>,[]
positif,kak kikaaa semangat sidangnya!!! semoga lancar dan ga gugup selama sidang 😊,kak kikaaa semangat sidangnya!!! semoga lancar dan ga gugup selama sidang <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Tulahhh aku pun terkejut! First time dpt noti ni lepas sethn lebih pakai phone ni haha 😛,Tulahhh aku pun terkejut! First time dpt noti ni lepas sethn lebih pakai phone ni haha <Wajah Menjulurkan Lidah>,[]
positif,Ceb ketawanya puas banget anjg wkwkwkwkwk 😛,Ceb ketawanya puas banget anjg wkwkwkwkwk <Wajah Menjulurkan Lidah>,[]
positif,aku juga senang ada nana eonni join hehehe 😛 noted nih! ada lagi ngga eon???,aku juga senang ada nana eonni join hehehe <Wajah Menjulurkan Lidah> noted nih! ada lagi ngga eon???,[]
positif,"Selamat ya, turut bangga 😛","Selamat ya, turut bangga <Wajah Menjulurkan Lidah>",[]
positif,Haha fact!!!! Sumpah bermasker tetep ganteng heran dah!!! 😛,Haha fact!!!! Sumpah bermasker tetep ganteng heran dah!!! <Wajah Menjulurkan Lidah>,[]
positif,Berani ngomong ga gugup sama orang yang lo suka. Jago! Haha 😛,Berani ngomong ga gugup sama orang yang lo suka. Jago! Haha <Wajah Menjulurkan Lidah>,[]
positif,"ngakak ama jhope puas bgt ngetawain jimin, seolah"" kek yahh kasian sabar"" wkwk 😛","ngakak ama jhope puas bgt ngetawain jimin, seolah"" kek yahh kasian sabar"" wkwk <Wajah Menjulurkan Lidah>",[]
positif,senang yak liat pipi tembemnya comeback uwuuuu 😛,senang yak liat pipi tembemnya comeback uwuuuu <Wajah Menjulurkan Lidah>,[]
positif,"Hahaha gigih iya aku dengan fieda buat tanduk ni . Dinner ni la paling best tema senang, pakai baju jubah hitam je tudung hitam dah takyah pikir susah2 hahaha. Aaaa rinduuuu :') 😄","Hahaha gigih iya aku dengan fieda buat tanduk ni . Dinner ni la paling best tema senang, pakai baju jubah hitam je tudung hitam dah takyah pikir susah2 hahaha. Aaaa rinduuuu :') <Wajah Tersenyum Mulut Terbuka Dan Mata Tersenyum>",[]
positif,Turut senang akhirnya berlibur 😊,Turut senang akhirnya berlibur <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,Gpo syukur masih bisa beli 😊,Gpo syukur masih bisa beli <Wajah Tersenyum Dengan Mata Tersenyum>,[]
positif,"Belakangan ini ketemu orang-orang hebat, senang banget rasanya bisa kerjasama bareng mereka. 😊 Semoga semua berjalan lancar.","Belakangan ini ketemu orang-orang hebat, senang banget rasanya bisa kerjasama bareng mereka. <Wajah Tersenyum Dengan Mata Tersenyum> Semoga semua berjalan lancar.",[]
