sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
netral,aku mmg plan nak drive tp takut kakak aku nk ikut gi kl. so tgh dilemma nak naik bas ke nk drive hahaha aku stay kmns. dia ada bukak untuk alumni 😛,aku mmg plan nak drive tp takut kakak aku nk ikut gi kl. so tgh dilemma nak naik bas ke nk drive hahaha aku stay kmns. dia ada bukak untuk alumni <Wajah Menjulurkan Lidah>,[]
netral,Wkwkwk mun kajadian jiga di film na pisan ngeri oge 😛,Wkwkwk mun kajadian jiga di film na pisan ngeri oge <Wajah Menjulurkan Lidah>,[]
netral,Bangga lu tadz 😛,Bangga lu tadz <Wajah Menjulurkan Lidah>,[]
netral,Sorry kalau mcm aku je yang over pasal benda ni. Tapi den terkejut yoo bila dia cakap mcm tu. 😕 Sekian luahan hati dipagi hari,Sorry kalau mcm aku je yang over pasal benda ni. Tapi den terkejut yoo bila dia cakap mcm tu. <Wajah Bingung> Sekian luahan hati dipagi hari,[]
netral,dah boleh cari dan makan puas-puas ni 😛,dah boleh cari dan makan puas-puas ni <Wajah Menjulurkan Lidah>,[]
netral,"Dengan segera Naya mengendalikan dirinya, ""ih apaan sih kak naya gak salting tauuuu"" rengeknya menutupi rasa gugup yang melanda akibat perlakuan sang wira di depannya. 😛","Dengan segera Naya mengendalikan dirinya, ""ih apaan sih kak naya gak salting tauuuu"" rengeknya menutupi rasa gugup yang melanda akibat perlakuan sang wira di depannya. <Wajah Menjulurkan Lidah>",[]
netral,kamu tu kenapa sih suka bikin aku kesal tapi bisa bikin aku senang lagi dengan cepat ha aku bingung deh 😕,kamu tu kenapa sih suka bikin aku kesal tapi bisa bikin aku senang lagi dengan cepat ha aku bingung deh <Wajah Bingung>,[]
netral,"Tadi aku main cuit cuit tek bapak aku sekali dia terkejut, tangan dia terkaut bibir aku. Bengkak boleh bibir nya. Hahahahaha my bad. 😛","Tadi aku main cuit cuit tek bapak aku sekali dia terkejut, tangan dia terkaut bibir aku. Bengkak boleh bibir nya. Hahahahaha my bad. <Wajah Menjulurkan Lidah>",[]
netral,aku cem gini ko jijik gak 😛,aku cem gini ko jijik gak <Wajah Menjulurkan Lidah>,[]
netral,"IYAAA BENER, bangga sendiri soalnya ya cape juga lumayan 😛","IYAAA BENER, bangga sendiri soalnya ya cape juga lumayan <Wajah Menjulurkan Lidah>",[]
netral,BISA BACA NDAK ANDA??? APAKAH ADA KALIMAT SAYA BANGGA DENGAN FISIK SAYA?? 😛,BISA BACA NDAK ANDA??? APAKAH ADA KALIMAT SAYA BANGGA DENGAN FISIK SAYA?? <Wajah Menjulurkan Lidah>,[]
netral,aku juga benci kacang di bubur ayam. huft 😛,aku juga benci kacang di bubur ayam. huft <Wajah Menjulurkan Lidah>,[]
netral,"Ya Allah mau keluar aja hari ini takut bgt, udh mikir enakny naik busway apa ojol aja, hrs minum vit.c dlu pokokny 😛","Ya Allah mau keluar aja hari ini takut bgt, udh mikir enakny naik busway apa ojol aja, hrs minum vit.c dlu pokokny <Wajah Menjulurkan Lidah>",[]
netral,Ayo cobaa biar gak gugup 😛,Ayo cobaa biar gak gugup <Wajah Menjulurkan Lidah>,[]
netral,"Pernah, makanya jadi heran. Kalo tangled kan rambutnya emas, pas dipotong jadi coklat. Ini malah kebalikannya 😛","Pernah, makanya jadi heran. Kalo tangled kan rambutnya emas, pas dipotong jadi coklat. Ini malah kebalikannya <Wajah Menjulurkan Lidah>",[]
netral,Iyola kalo anak sstann ngeri plo 😛,Iyola kalo anak sstann ngeri plo <Wajah Menjulurkan Lidah>,[]
netral,"Rumah kita sendiri... Judulnya pas sih, alhamdulillah even tak semewah istana, gubuk kecil ini dibeli atas jerih payah sendiri... Suka sedih sih, karena mama nggak sempat lihat anak2nya mampu beli. Dulu mama yang 😔","Rumah kita sendiri... Judulnya pas sih, alhamdulillah even tak semewah istana, gubuk kecil ini dibeli atas jerih payah sendiri... Suka sedih sih, karena mama nggak sempat lihat anak2nya mampu beli. Dulu mama yang <Wajah Termenung Sedih>",[]
netral,Heran aku iklan pembalut kaga pernah di contohin kaya iklan pasta gigi 😕,Heran aku iklan pembalut kaga pernah di contohin kaya iklan pasta gigi <Wajah Bingung>,[]
netral,Betapa deg deg an nya aku mengatakan hal ini kepada ayah. Berulang kali ada kesempatan berdua. Tp akhirnya gagal bicara. Terlalu gugup. Akhirnya didepan adik dan ayah ku. Aku mengatakan niatku. Sebenarnya apapun itu. Aku sekalian mngtkn pada ayah kalo anak mnja ny ini sdh dewasa. 😛,Betapa deg deg an nya aku mengatakan hal ini kepada ayah. Berulang kali ada kesempatan berdua. Tp akhirnya gagal bicara. Terlalu gugup. Akhirnya didepan adik dan ayah ku. Aku mengatakan niatku. Sebenarnya apapun itu. Aku sekalian mngtkn pada ayah kalo anak mnja ny ini sdh dewasa. <Wajah Menjulurkan Lidah>,[]
netral,Sayang aku mau 24 jam itu sampei puas 😛,Sayang aku mau 24 jam itu sampei puas <Wajah Menjulurkan Lidah>,[]
netral,aku dah try. sekarang musuh aku dah jadi kawan. tapi kitorang dingin. cuba yilek ja. buat dunno. lama lama nanti dia penat ah 😛,aku dah try. sekarang musuh aku dah jadi kawan. tapi kitorang dingin. cuba yilek ja. buat dunno. lama lama nanti dia penat ah <Wajah Menjulurkan Lidah>,[]
netral,"2in mba, ak juga nyari dimana gantengnya tapi ga ketemu 😛 Dahlah takut di serang fansnya","2in mba, ak juga nyari dimana gantengnya tapi ga ketemu <Wajah Menjulurkan Lidah> Dahlah takut di serang fansnya",[]
netral,OKKKKKKKKKKKKKK MALU 😏,OKKKKKKKKKKKKKK MALU <Wajah Tersenyum Sinis>,[]
netral,Yaa my mom pun cleaner je but saya bangga jadi anak dia 😛,Yaa my mom pun cleaner je but saya bangga jadi anak dia <Wajah Menjulurkan Lidah>,[]
netral,INI MAKSUDNYA APA YA? 😕 Sebagai meowholik sy tersinggung meskipun ada benarnya juga,INI MAKSUDNYA APA YA? <Wajah Bingung> Sebagai meowholik sy tersinggung meskipun ada benarnya juga,[]
netral,"Bukan kebodohan yang menyebabkan orang tertipu habis-habisan, tapi ketamakan. 😛","Bukan kebodohan yang menyebabkan orang tertipu habis-habisan, tapi ketamakan. <Wajah Menjulurkan Lidah>",[]
netral,Alias aku takut nanti malah rontok semua bulu matanya pake bulu mata palsu bentar aja risih apalgi make itu sambil tidur huuuu 😛,Alias aku takut nanti malah rontok semua bulu matanya pake bulu mata palsu bentar aja risih apalgi make itu sambil tidur huuuu <Wajah Menjulurkan Lidah>,[]
netral,"Aku bangga dgn UAS yang pandai dan rendah hati, tapi tdk kpd anda. 😛","Aku bangga dgn UAS yang pandai dan rendah hati, tapi tdk kpd anda. <Wajah Menjulurkan Lidah>",[]
netral,Yang membuat diriku Gugup 😛 tak begerak,Yang membuat diriku Gugup <Wajah Menjulurkan Lidah> tak begerak,[]
netral,Gak pake es 😛 Takut pikek!!,Gak pake es <Wajah Menjulurkan Lidah> Takut pikek!!,[]
netral,"Actually, lagi senang nak jumpa kalau kau masuk simpang 4 sg sireh yang Batu 10 tu then .. kau dari tg, masuk Kiri then kau straight je 😛","Actually, lagi senang nak jumpa kalau kau masuk simpang 4 sg sireh yang Batu 10 tu then .. kau dari tg, masuk Kiri then kau straight je <Wajah Menjulurkan Lidah>",[]
netral,Ngaco semua ini yang pada komen heran aku wkwkw 😛,Ngaco semua ini yang pada komen heran aku wkwkw <Wajah Menjulurkan Lidah>,[]
netral,Dia suka banget deh kekgini 😛 heran,Dia suka banget deh kekgini <Wajah Menjulurkan Lidah> heran,[]
netral,"Semua orang punya timeline nya masing-masing, jangan cemas melihat timeline orang lain. 😛","Semua orang punya timeline nya masing-masing, jangan cemas melihat timeline orang lain. <Wajah Menjulurkan Lidah>",[]
netral,Risih sebenernya lama - lama gw digituin. Siapa sih yang gamau punya badan ideal. Toh gw juga usaha kadang gw banyak makan kadang dikit kalau lg ga nafsu. Orang kurus juga sama kek orang gendut butuh effort. 😛,Risih sebenernya lama - lama gw digituin. Siapa sih yang gamau punya badan ideal. Toh gw juga usaha kadang gw banyak makan kadang dikit kalau lg ga nafsu. Orang kurus juga sama kek orang gendut butuh effort. <Wajah Menjulurkan Lidah>,[]
netral,"Setuju, daritadi sendernya kaya ngajak orang lain buat benci si mas 😛wkwkwkwkwk","Setuju, daritadi sendernya kaya ngajak orang lain buat benci si mas <Wajah Menjulurkan Lidah>wkwkwkwkwk",[]
netral,Aww jadi malu 😛,Aww jadi malu <Wajah Menjulurkan Lidah>,[]
netral,Sumpah... jangan tertipu sama topeng. 😛,Sumpah... jangan tertipu sama topeng. <Wajah Menjulurkan Lidah>,[]
netral,"Apalah aku yang nonton jarang, denger lagu jarang, ngikutin trend juga ga gimana2 wkwkwk heran, padahal nikmatin waktu 24 jam dalam 1 hari juga. Tp kok jarang nikmatin hiburan-hiburan begini. Untung gak stressed and depressed 😕","Apalah aku yang nonton jarang, denger lagu jarang, ngikutin trend juga ga gimana2 wkwkwk heran, padahal nikmatin waktu 24 jam dalam 1 hari juga. Tp kok jarang nikmatin hiburan-hiburan begini. Untung gak stressed and depressed <Wajah Bingung>",[]
netral,AKU GUGUP 😛,AKU GUGUP <Wajah Menjulurkan Lidah>,[]
netral,"Orang hadir di hidupmu karena sebuah alasan. Mereka berimu bahagia 😛 dan kecewa. Ada yang sesaat, tapi ada yang selamanya,","Orang hadir di hidupmu karena sebuah alasan. Mereka berimu bahagia <Wajah Menjulurkan Lidah> dan kecewa. Ada yang sesaat, tapi ada yang selamanya,",[]
netral,Ikut om. Tapi besok ah rekamnya. Udah penat om... 😛,Ikut om. Tapi besok ah rekamnya. Udah penat om... <Wajah Menjulurkan Lidah>,[]
netral,Ih ngeri kalau Albert udah ngereplay. 😛,Ih ngeri kalau Albert udah ngereplay. <Wajah Menjulurkan Lidah>,[]
netral,"The past should be put where it belongs to: the past 😛 Jangan terlalu cemas juga sama masa depan. Apa yang bisa dikerjain sekarang, apa yang bisa dilakuin sekarang, lakuin. Let things roll on itself","The past should be put where it belongs to: the past <Wajah Menjulurkan Lidah> Jangan terlalu cemas juga sama masa depan. Apa yang bisa dikerjain sekarang, apa yang bisa dilakuin sekarang, lakuin. Let things roll on itself",[]
netral,Orang-orang pada takut Virus Corona eh... Dianya malah takut Pansus wkwkwk 😛,Orang-orang pada takut Virus Corona eh... Dianya malah takut Pansus wkwkwk <Wajah Menjulurkan Lidah>,[]
netral,"......terima kasih. Akhirnya seulas senyuman kecil merekah di bibirnya. Saat ini barangkali ia terlalu terselimuti perasaan yang tidak ia kenal, sehingga gugup. Sebagian darinya ingin menjawab malam ini atau besok, sebagian lainnya ingin menghilang saja. Sulit. 😕","......terima kasih. Akhirnya seulas senyuman kecil merekah di bibirnya. Saat ini barangkali ia terlalu terselimuti perasaan yang tidak ia kenal, sehingga gugup. Sebagian darinya ingin menjawab malam ini atau besok, sebagian lainnya ingin menghilang saja. Sulit. <Wajah Bingung>",[]
netral,Bangga mesti bangga 😛,Bangga mesti bangga <Wajah Menjulurkan Lidah>,[]
netral,Penat dgn semua benda 😛,Penat dgn semua benda <Wajah Menjulurkan Lidah>,[]
netral,Ini si gyu kalo ngaca sehat ga ya liat mukanya sendiri? Heran... Bisa ganteng bgt gitu astagaaaaaa... 😛,Ini si gyu kalo ngaca sehat ga ya liat mukanya sendiri? Heran... Bisa ganteng bgt gitu astagaaaaaa... <Wajah Menjulurkan Lidah>,[]
netral,Ngeri kalo bawa brand lokal nih. 😛 Hahaha,Ngeri kalo bawa brand lokal nih. <Wajah Menjulurkan Lidah> Hahaha,[]
netral,Lolos jadi presiden aja dah syukur .. soalnya kan bukan dia yang winner 😛,Lolos jadi presiden aja dah syukur .. soalnya kan bukan dia yang winner <Wajah Menjulurkan Lidah>,[]
netral,Baca repnya bikin gw sadar soalnya gue orang yang kaya sender. Malah kalo minta tolong anterin malah takut dia risih. Ternyata selama ini aku salah :'),Baca repnya bikin gw sadar soalnya gue orang yang kaya sender. Malah kalo minta tolong anterin malah takut dia risih. Ternyata selama ini aku salah :'),[]
netral,"Dan dia satusatu nya cwo yang perna boncengin w klo naik motor selain papa w,, satusatu nya cwo jg w cuma bisa blak2an sm dia dan gaprnh degdeg an klo di dktnya kek ya sansss aja.. Karna klo w di dkt sm cwo lain tu bawaannya degdeg an aja gt atau gugup. 😛","Dan dia satusatu nya cwo yang perna boncengin w klo naik motor selain papa w,, satusatu nya cwo jg w cuma bisa blak2an sm dia dan gaprnh degdeg an klo di dktnya kek ya sansss aja.. Karna klo w di dkt sm cwo lain tu bawaannya degdeg an aja gt atau gugup. <Wajah Menjulurkan Lidah>",[]
netral,"Saat aku sedang khawatir atau sedang kesal atau ada sesuatu hal yang terjadi, aku biasanya menceritakannya dengan D.O Chanyeol 😛","Saat aku sedang khawatir atau sedang kesal atau ada sesuatu hal yang terjadi, aku biasanya menceritakannya dengan D.O Chanyeol <Wajah Menjulurkan Lidah>",[]
netral,"pasti lagi deg deg an banget ini, semangat yaa, pasti bisa kok, pokok kuasai materi dan jangan gugup, insyallah lancar, good luck 😛","pasti lagi deg deg an banget ini, semangat yaa, pasti bisa kok, pokok kuasai materi dan jangan gugup, insyallah lancar, good luck <Wajah Menjulurkan Lidah>",[]
