sentimen llm,tweet_emoji,tweet_with_tags,unknown_emojis
negatif,eh ngeri bernada ancaman 😱😱😱,eh ngeri bernada ancaman <Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan>,[]
negatif,Kok aku kaya wartawan ya nanya dia mulu hahaha 🙄 lah dia nya mana nanya aku kan aneh ih jijik sama diri sendiri 🤢,Kok aku kaya wartawan ya nanya dia mulu hahaha <Wajah Memutar Mata> lah dia nya mana nanya aku kan aneh ih jijik sama diri sendiri <Wajah Mual>,[]
negatif,"maksudnya diluar tuh kadang mereka ganggu diluar pintu kan suka ngetok tapi orangnya teh ga ada, kalo dalem bisa jadi dibawah kolong 😱 maneh negatif pisan 🤣","maksudnya diluar tuh kadang mereka ganggu diluar pintu kan suka ngetok tapi orangnya teh ga ada, kalo dalem bisa jadi dibawah kolong <Wajah Berteriak Ketakutan> maneh negatif pisan <Tertawa Terpingkal-Pingkal>",[]
negatif,"Habis itu aku bilang gitu malah tanya tanya komitmen kek yang ada di foto ke 2 🙄. Kan katanya mau bilang langsung, ya emg dia besoknya jelasin langsung ke aku tp dg alasan yang kurang jelas 😕. Ya kecewa si cuma mau gimana lagi berarti emg dia bukan buat aku 😔💔","Habis itu aku bilang gitu malah tanya tanya komitmen kek yang ada di foto ke 2 <Wajah Memutar Mata>. Kan katanya mau bilang langsung, ya emg dia besoknya jelasin langsung ke aku tp dg alasan yang kurang jelas <Wajah Bingung>. Ya kecewa si cuma mau gimana lagi berarti emg dia bukan buat aku <Wajah Termenung Sedih><Hati Patah>",[]
negatif,Bukti dan fakta klo pejabat2 INA tidak disegani oleh mereka... 🤦 miris malu tngkt international 😞,Bukti dan fakta klo pejabat2 INA tidak disegani oleh mereka... <Orang Tepok Jidat> miris malu tngkt international <Wajah Kecewa>,[]
negatif,"Masih heran kenapa ada si manusia"" bentukan kaya gt 🙄, siapkan mood terbaikmu hri ini, se gak nya klo km bete tu mood mu gak langsung hbs 😒","Masih heran kenapa ada si manusia"" bentukan kaya gt <Wajah Memutar Mata>, siapkan mood terbaikmu hri ini, se gak nya klo km bete tu mood mu gak langsung hbs <Wajah Tidak Terhibur>",[]
negatif,"Mushola dirusak, sebagai seorang muslim saya marah, kecewa dan mengutuk para pelakunya 😡💔, mungkin perasaan inilah yang saudara2 kita rasakan saat Gereja mereka dirusak, kebaktian dbubarkan atau Ijin medirikan tempat ibasah ditolak 😔. Ini pelajaran berharga buat kita ya Njul .. 🙄🤔","Mushola dirusak, sebagai seorang muslim saya marah, kecewa dan mengutuk para pelakunya <Wajah Bersungut Marah><Hati Patah>, mungkin perasaan inilah yang saudara2 kita rasakan saat Gereja mereka dirusak, kebaktian dbubarkan atau Ijin medirikan tempat ibasah ditolak <Wajah Termenung Sedih>. Ini pelajaran berharga buat kita ya Njul .. <Wajah Memutar Mata><Wajah Berpikir>",[]
negatif,"Ngeri bgttt 😱, akunmu nyambung ke email gak? 😨 Kalo iya biasanya keliatan yang mau masuk ke akunmuu 😰","Ngeri bgttt <Wajah Berteriak Ketakutan>, akunmu nyambung ke email gak? <Wajah Takut> Kalo iya biasanya keliatan yang mau masuk ke akunmuu <Wajah Mulut Terbuka Dan Keringat Dingin>",[]
negatif,"Suka nya banyak ketemu orang, bisa minggir dulu di tempat makan atau nongkrong di stasiun 🙄 Duka nya tua di keretaaaaaaa 😫, apalagi pas pada pulang kerja kaki gabisa napak di lantai kereta 😭. Kalo lagi dapet atau capek abis kuliah ke senggol dikit rasa nya mo marah 😡","Suka nya banyak ketemu orang, bisa minggir dulu di tempat makan atau nongkrong di stasiun <Wajah Memutar Mata> Duka nya tua di keretaaaaaaa <Wajah Sangat Lelah>, apalagi pas pada pulang kerja kaki gabisa napak di lantai kereta <Wajah Menangis Kencang>. Kalo lagi dapet atau capek abis kuliah ke senggol dikit rasa nya mo marah <Wajah Bersungut Marah>",[]
negatif,"Kesian, penat merangkak tu 😩😞","Kesian, penat merangkak tu <Wajah Lelah Lesu><Wajah Kecewa>",[]
negatif,Udah kebiasaan ABS Asal Bapak Senang 🙄😏. Jadi ya seneng kl dengar info 🙃,Udah kebiasaan ABS Asal Bapak Senang <Wajah Memutar Mata><Wajah Tersenyum Sinis>. Jadi ya seneng kl dengar info <Wajah Terbalik>,[]
negatif,Kaget juga Nina lihat yang membalas ternyata dia juga 😱. Membela habis-habisan banget 🙄,Kaget juga Nina lihat yang membalas ternyata dia juga <Wajah Berteriak Ketakutan>. Membela habis-habisan banget <Wajah Memutar Mata>,[]
negatif,"apa kamu tida malu ngehujat pake nama fandom laen? 😠 uda la kalo gabut mah gabut aja gosah ngajak tubir orang, 🙄 eh lupa deng kan situ sampah ya sampah kan tugasnya bikin risih orang 💩 ups bcnd syg 🙃","apa kamu tida malu ngehujat pake nama fandom laen? <Wajah Marah> uda la kalo gabut mah gabut aja gosah ngajak tubir orang, <Wajah Memutar Mata> eh lupa deng kan situ sampah ya sampah kan tugasnya bikin risih orang <Kotoran> ups bcnd syg <Wajah Terbalik>",[]
negatif,Anjir panas dingin yang debut siapaaa yang gugup siapaaa 😱😰,Anjir panas dingin yang debut siapaaa yang gugup siapaaa <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>,[]
negatif,take note pls. jgn bg rakyat murka ye 😠😡,take note pls. jgn bg rakyat murka ye <Wajah Marah><Wajah Bersungut Marah>,[]
negatif,"Saya gak kebayang dia sekarang pasti gak tentram 😟, karena komandan diperlakukan seperti yang dulunya jadi prajuritnya pasti tersinggung dan sakit sahit 💔","Saya gak kebayang dia sekarang pasti gak tentram <Wajah Cemas>, karena komandan diperlakukan seperti yang dulunya jadi prajuritnya pasti tersinggung dan sakit sahit <Hati Patah>",[]
negatif,"muka nya murka, badmood melihat orang orang yang masuk neraka 😡🔥💀","muka nya murka, badmood melihat orang orang yang masuk neraka <Wajah Bersungut Marah><Api><Tengkorak>",[]
negatif,"Tweeter produk kafir, tweeter-an di pakai umat nabi, boleh... 🙄 Tahlil, yasin, di amalkan umat nabi menjadi tahlilan, yasinan... 😑 Terhadap hal yang nabi jijik sj beliau berhati dalam menghukumi, apa lagi hal yang nyata hikmah kebaikannya... 🤔","Tweeter produk kafir, tweeter-an di pakai umat nabi, boleh... <Wajah Memutar Mata> Tahlil, yasin, di amalkan umat nabi menjadi tahlilan, yasinan... <Wajah Tanpa Ekspresi> Terhadap hal yang nabi jijik sj beliau berhati dalam menghukumi, apa lagi hal yang nyata hikmah kebaikannya... <Wajah Berpikir>",[]
negatif,"Jangan cala colo aja napa koh, kecewa aku 😞. Akwoakwoakwoakwoakwok 🤣","Jangan cala colo aja napa koh, kecewa aku <Wajah Kecewa>. Akwoakwoakwoakwoakwok <Tertawa Terpingkal-Pingkal>",[]
negatif,"Semoga dapat pembalasan yang setimpal, dan allah murka dengan manusia2 seperti itu 😠😡😤","Semoga dapat pembalasan yang setimpal, dan allah murka dengan manusia2 seperti itu <Wajah Marah><Wajah Bersungut Marah><Wajah Mengeluarkan Uap Dari Hidung>",[]
negatif,Ternyata lebih sengsara kangen sama temen 😩💔,Ternyata lebih sengsara kangen sama temen <Wajah Lelah Lesu><Hati Patah>,[]
negatif,Heran aku kenapa dari kemaren dimintain duwit terus 🙄😒,Heran aku kenapa dari kemaren dimintain duwit terus <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,"Anjir benci banget sm cowo yang ngroko smbl berak Di tmpt kerja, 😠 kamar mandi cuma 1 udh gitu gada ventilasi, 😤 temen aku tiap ke kamar mandi berak pasti ngrokok, 😒 pas keluar gila itu kamar mandi udh kaya habis kebakaran, 😱 asepnya lebat bgt, 😫 heran ko ga mati ya 15 menit disitu 💀","Anjir benci banget sm cowo yang ngroko smbl berak Di tmpt kerja, <Wajah Marah> kamar mandi cuma 1 udh gitu gada ventilasi, <Wajah Mengeluarkan Uap Dari Hidung> temen aku tiap ke kamar mandi berak pasti ngrokok, <Wajah Tidak Terhibur> pas keluar gila itu kamar mandi udh kaya habis kebakaran, <Wajah Berteriak Ketakutan> asepnya lebat bgt, <Wajah Sangat Lelah> heran ko ga mati ya 15 menit disitu <Tengkorak>",[]
negatif,Karna udh muak bukan muak karna dia bngunin solat subuh muak sama orngnya hhe 🙄😒,Karna udh muak bukan muak karna dia bngunin solat subuh muak sama orngnya hhe <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,manusia modelan begini tuh masalahnya apa si caper mlu heran 🙄😒,manusia modelan begini tuh masalahnya apa si caper mlu heran <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,bnyk gasukanya heran 🙄🤔,bnyk gasukanya heran <Wajah Memutar Mata><Wajah Berpikir>,[]
negatif,"benci ih aneh bgt BGTBGTBGT ANEH HUH 🙄, nikmat tuhan mana yang kamu dustakan? bener2 deh 🙃","benci ih aneh bgt BGTBGTBGT ANEH HUH <Wajah Memutar Mata>, nikmat tuhan mana yang kamu dustakan? bener2 deh <Wajah Terbalik>",[]
negatif,Diiyain lagi murka banget 😠😡,Diiyain lagi murka banget <Wajah Marah><Wajah Bersungut Marah>,[]
negatif,Bae-bae ye jangan keseringan jadi ngeri 😱😰,Bae-bae ye jangan keseringan jadi ngeri <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>,[]
negatif,"Udah kaya begal maen todong, ngeri!! 😱😱","Udah kaya begal maen todong, ngeri!! <Wajah Berteriak Ketakutan><Wajah Berteriak Ketakutan>",[]
negatif,Kan bila fikir pun dah penat 😫. Apa tah lagi nak lalui lagi 😞,Kan bila fikir pun dah penat <Wajah Sangat Lelah>. Apa tah lagi nak lalui lagi <Wajah Kecewa>,[]
negatif,"sakit banget saat cowok yang bikin lo bahagia kemaren, ternyata yang bikin lo nangis hari ini 💔😭","sakit banget saat cowok yang bikin lo bahagia kemaren, ternyata yang bikin lo nangis hari ini <Hati Patah><Wajah Menangis Kencang>",[]
negatif,Dia nyindir jg diacara lain wkwkw 🙄 intinya sih gue yakin dia kecewa bgt (YAIYALAH) 🤣 soalnya mbaknya tuh emg fans kyuhyun dr lamaaa bgt dr zaman dia ceking kerontang wkwk eh ditinggal wamil oleng dong: 😭,Dia nyindir jg diacara lain wkwkw <Wajah Memutar Mata> intinya sih gue yakin dia kecewa bgt (YAIYALAH) <Tertawa Terpingkal-Pingkal> soalnya mbaknya tuh emg fans kyuhyun dr lamaaa bgt dr zaman dia ceking kerontang wkwk eh ditinggal wamil oleng dong: <Wajah Menangis Kencang>,[]
negatif,"emang udah benci jokowi dari sana nya 😠, ya susah ngomong sama kadrun 🙄","emang udah benci jokowi dari sana nya <Wajah Marah>, ya susah ngomong sama kadrun <Wajah Memutar Mata>",[]
negatif,"Aku tersinggung mbak, pengen muleh ae rasane 😞😩","Aku tersinggung mbak, pengen muleh ae rasane <Wajah Kecewa><Wajah Lelah Lesu>",[]
negatif,"Gue nyariin dari kmrn, kecewa 😞","Gue nyariin dari kmrn, kecewa <Wajah Kecewa>",[]
negatif,"Ada ye, orang diliatin malah dikira naksir. Gue diliatin gitu malah risih masa 😒🙄","Ada ye, orang diliatin malah dikira naksir. Gue diliatin gitu malah risih masa <Wajah Tidak Terhibur><Wajah Memutar Mata>",[]
negatif,"cth paling senang lecturer la, mcm mana sei dia nak tau apa yang jadi dkt student2 dia.... 🙄 apa yang student dia buat cth dengan siapa student dia dating, apa yang student dia buat bila bukan waktu kelas... 😒 and senang2 je dorg kata seungri tau apa yang berlaku ?? wtf 😡","cth paling senang lecturer la, mcm mana sei dia nak tau apa yang jadi dkt student2 dia.... <Wajah Memutar Mata> apa yang student dia buat cth dengan siapa student dia dating, apa yang student dia buat bila bukan waktu kelas... <Wajah Tidak Terhibur> and senang2 je dorg kata seungri tau apa yang berlaku ?? wtf <Wajah Bersungut Marah>",[]
negatif,takut dihujat w 😱😰,takut dihujat w <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>,[]
negatif,"cik atuh lah ulah balalaga kitu nu jd re-seller teh, sawajarna 🙄. urg bangga make brand local, tp mun kitu2 teuing mah hoream makena ge 😒.","cik atuh lah ulah balalaga kitu nu jd re-seller teh, sawajarna <Wajah Memutar Mata>. urg bangga make brand local, tp mun kitu2 teuing mah hoream makena ge <Wajah Tidak Terhibur>.",[]
negatif,selalu dijudge org lain even until now so aku know gimana rasanya dijudge org2 🙄 in conclusion lemme make it short gw tidak mao menghabiskan waktu fangirling gw untuk membenci sesuatu yang bahkan mungkin bias2 gw ga benci... 😑 gw jelas tyda muda lagi udah mo menuju 40 thn -c- 🙃,selalu dijudge org lain even until now so aku know gimana rasanya dijudge org2 <Wajah Memutar Mata> in conclusion lemme make it short gw tidak mao menghabiskan waktu fangirling gw untuk membenci sesuatu yang bahkan mungkin bias2 gw ga benci... <Wajah Tanpa Ekspresi> gw jelas tyda muda lagi udah mo menuju 40 thn -c- <Wajah Terbalik>,[]
negatif,Terus pas ada yang rasis tersinggung 🙄. Padahal mereka nya juga sok menjauh gitu kadang 😒. Heran 🤔,Terus pas ada yang rasis tersinggung <Wajah Memutar Mata>. Padahal mereka nya juga sok menjauh gitu kadang <Wajah Tidak Terhibur>. Heran <Wajah Berpikir>,[]
negatif,Murka sa bandungeun dibawa jigana coks 😠💣. Saminggu Gandul datang eta sunter langsung banjir..Hhaha 🤣😂,Murka sa bandungeun dibawa jigana coks <Wajah Marah><Bom>. Saminggu Gandul datang eta sunter langsung banjir..Hhaha <Tertawa Terpingkal-Pingkal><Wajah Menangis Gembira>,[]
negatif,"ngeri banget itu disampingnya sungai 😱, suka was was kalau main ke sungai tiba tiba longsor mampus dah 😰","ngeri banget itu disampingnya sungai <Wajah Berteriak Ketakutan>, suka was was kalau main ke sungai tiba tiba longsor mampus dah <Wajah Mulut Terbuka Dan Keringat Dingin>",[]
negatif,"Selamat pagi. 🙄 Gila ya kamu pagi-pagi kayak gini malah dimulai dengan ngehaluin dia jadi milik kamu, heran. 😒","Selamat pagi. <Wajah Memutar Mata> Gila ya kamu pagi-pagi kayak gini malah dimulai dengan ngehaluin dia jadi milik kamu, heran. <Wajah Tidak Terhibur>",[]
negatif,Yakaaannnn cempreng2nya kedengeran huhuhu 😱 takut man dimarahin nayah hahahahahah 🤣,Yakaaannnn cempreng2nya kedengeran huhuhu <Wajah Berteriak Ketakutan> takut man dimarahin nayah hahahahahah <Tertawa Terpingkal-Pingkal>,[]
negatif,Angkat in tagar dong om soal pak Jokowi takut pada kaum intoleran 🙄😏,Angkat in tagar dong om soal pak Jokowi takut pada kaum intoleran <Wajah Memutar Mata><Wajah Tersenyum Sinis>,[]
negatif,Kecewa mehong 😞💔,Kecewa mehong <Wajah Kecewa><Hati Patah>,[]
negatif,"Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga 😏😏😏","Peletku dahsyat juga ya ternyata, semua cewek bisa terpesona. Jadi bangga <Wajah Tersenyum Sinis><Wajah Tersenyum Sinis><Wajah Tersenyum Sinis>",[]
negatif,"Wajahnya sedikit merah padam 😡. Ia menahan marahnya 😤. Entah kenapa ia tiba-tiba kesal saat mengingat cerita milik pemuda ini 😠. Namun, wajahnya mendadak gugup saat pemuda itu memperkenalkan dirinya 😳. Dengan segera ia bangkit dari duduknya dan membungkukkan tubuhnya sopan 🙇.","Wajahnya sedikit merah padam <Wajah Bersungut Marah>. Ia menahan marahnya <Wajah Mengeluarkan Uap Dari Hidung>. Entah kenapa ia tiba-tiba kesal saat mengingat cerita milik pemuda ini <Wajah Marah>. Namun, wajahnya mendadak gugup saat pemuda itu memperkenalkan dirinya <Wajah Memerah Tersipu>. Dengan segera ia bangkit dari duduknya dan membungkukkan tubuhnya sopan <Orang Membungkuk>.",[]
negatif,Yg saya heran diTV anak2 papua tdk nampak ya?? 🤔 yang sering muncul anak2 yawa sampe aceh sana... 🙄 Mgkin anak2 papua tggl jauh2... Yaaa 😒,Yg saya heran diTV anak2 papua tdk nampak ya?? <Wajah Berpikir> yang sering muncul anak2 yawa sampe aceh sana... <Wajah Memutar Mata> Mgkin anak2 papua tggl jauh2... Yaaa <Wajah Tidak Terhibur>,[]
negatif,Ini artinya Nelayan2 di Natuna bukan sj hrs mnghadapi Kapal2 illegal RRT..tapi jg berhadapan dgn Kapal2 ssama warga negara Ind. 😰 Dimanapun kapal2 besar tst beroperasi..Nelayan2 kecil yang akan sengsara seiring berkurangnya hasil ikan tangkapan. 😭💔,Ini artinya Nelayan2 di Natuna bukan sj hrs mnghadapi Kapal2 illegal RRT..tapi jg berhadapan dgn Kapal2 ssama warga negara Ind. <Wajah Mulut Terbuka Dan Keringat Dingin> Dimanapun kapal2 besar tst beroperasi..Nelayan2 kecil yang akan sengsara seiring berkurangnya hasil ikan tangkapan. <Wajah Menangis Kencang><Hati Patah>,[]
negatif,"Mo tidur nangis 😭, bangun nangis juga 😭. Heran deh, ga capek apa 😩","Mo tidur nangis <Wajah Menangis Kencang>, bangun nangis juga <Wajah Menangis Kencang>. Heran deh, ga capek apa <Wajah Lelah Lesu>",[]
negatif,Njirr kek brita duka 😭💔,Njirr kek brita duka <Wajah Menangis Kencang><Hati Patah>,[]
negatif,Anet ayam berkokok pagi buta ni sumpah terkejut 😱. Bunyi lain mcm sejak musim covid ni 😰,Anet ayam berkokok pagi buta ni sumpah terkejut <Wajah Berteriak Ketakutan>. Bunyi lain mcm sejak musim covid ni <Wajah Mulut Terbuka Dan Keringat Dingin>,[]
negatif,"Orang boleh bangga dengan web bagus biaya mahal 🙄, tapi poinnya, seberapa banyakkah produk kita terjual? 🤔","Orang boleh bangga dengan web bagus biaya mahal <Wajah Memutar Mata>, tapi poinnya, seberapa banyakkah produk kita terjual? <Wajah Berpikir>",[]
negatif,Berteman dengan 2 kepribadian sekaligus??? Kok bisa ajg? 😠 Heran !? 🤔 Otak tanpa akhlak !!! 😡,Berteman dengan 2 kepribadian sekaligus??? Kok bisa ajg? <Wajah Marah> Heran !? <Wajah Berpikir> Otak tanpa akhlak !!! <Wajah Bersungut Marah>,[]
negatif,"Susah banget ya jadi orng terkenal, takut bet kalau someday im being famous 😨. Semua aib ku di masa lalu dibahas dan dikupas tuntas 😭. My random thoughts dipagi ini 🙄","Susah banget ya jadi orng terkenal, takut bet kalau someday im being famous <Wajah Takut>. Semua aib ku di masa lalu dibahas dan dikupas tuntas <Wajah Menangis Kencang>. My random thoughts dipagi ini <Wajah Memutar Mata>",[]
negatif,Tertipu aku selama ni. rupanya covid 19 ni makhluk halus 😱😭,Tertipu aku selama ni. rupanya covid 19 ni makhluk halus <Wajah Berteriak Ketakutan><Wajah Menangis Kencang>,[]
negatif,Soto ngomong Karo wong gagal move on. Ngeyel.....kegedean benci... 😠 Kayaknya kurang kopi dan kurang belajar cinta 🙄😏,Soto ngomong Karo wong gagal move on. Ngeyel.....kegedean benci... <Wajah Marah> Kayaknya kurang kopi dan kurang belajar cinta <Wajah Memutar Mata><Wajah Tersenyum Sinis>,[]
negatif,Saya Heran. 🙄 Anggota DPR RI DIAM saja Rakyat Sengsara. 😩 Ntar klo Rakyat MATEK smua. 💀 Klian sapa yang GAJI? 😠,Saya Heran. <Wajah Memutar Mata> Anggota DPR RI DIAM saja Rakyat Sengsara. <Wajah Lelah Lesu> Ntar klo Rakyat MATEK smua. <Tengkorak> Klian sapa yang GAJI? <Wajah Marah>,[]
negatif,"Dorong LBP pimpin penjemputan warga RI di wuhan, ngeri ngeri sedap 😱😰","Dorong LBP pimpin penjemputan warga RI di wuhan, ngeri ngeri sedap <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin>",[]
negatif,"Bibirku geter sendiri, aneh, semacam gugup 😟😰","Bibirku geter sendiri, aneh, semacam gugup <Wajah Cemas><Wajah Mulut Terbuka Dan Keringat Dingin>",[]
negatif,Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting 🤔 Awal aku angkat si penelpon langsung gugup gitu 😳,Selang beberapa menit ada nomor baru nelpon. Aku angkat aja takutnya ada urusan penting <Wajah Berpikir> Awal aku angkat si penelpon langsung gugup gitu <Wajah Memerah Tersipu>,[]
negatif,Sumpa aneh banget 🙄. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli 😱,Sumpa aneh banget <Wajah Memutar Mata>. Terakhir kali liat jin sampe terpesona w0w gitu 2013 jaman no more dream asli <Wajah Berteriak Ketakutan>,[]
negatif,"Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! 🙄 Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!! 😠😤","Gotong royong aja semua rakyat, jangan nonton dagelan lagi cuma bikin muak doang! <Wajah Memutar Mata> Rakyat butuh Sembako dan kesehatan bukan DARURAT SIPIL!!! <Wajah Marah><Wajah Mengeluarkan Uap Dari Hidung>",[]
negatif,"Gue nonton ini berasa hidupnya ikutan sengsara juga, berat nder... 😩 Tapi gue kelarin sampe akhir 👏","Gue nonton ini berasa hidupnya ikutan sengsara juga, berat nder... <Wajah Lelah Lesu> Tapi gue kelarin sampe akhir <Tepuk Tangan>",[]
negatif,Tergantung mood si klo kata aku aku kadang risih cowo yang bls cepet2 tp giliran dia ngilang trs lama bls aku suka kesel jg knp yyyh aku 😒🤔,Tergantung mood si klo kata aku aku kadang risih cowo yang bls cepet2 tp giliran dia ngilang trs lama bls aku suka kesel jg knp yyyh aku <Wajah Tidak Terhibur><Wajah Berpikir>,[]
negatif,Untill tomorrow itu artinya (sampe besok) aku ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa... 😱😰💀,Untill tomorrow itu artinya (sampe besok) aku ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa... <Wajah Berteriak Ketakutan><Wajah Mulut Terbuka Dan Keringat Dingin><Tengkorak>,[]
negatif,"gmn mau cari topik noon, saya gugup duluan 😰 😓","gmn mau cari topik noon, saya gugup duluan <Wajah Mulut Terbuka Dan Keringat Dingin> <Wajah Dengan Keringat Dingin>",[]
negatif,See bic . Boleh punye untuk tidak semput dan kecewa 🙄😒,See bic . Boleh punye untuk tidak semput dan kecewa <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,terkejut aku. 😱 Babi betul lah 🐽,terkejut aku. <Wajah Berteriak Ketakutan> Babi betul lah <Hidung Babi>,[]
negatif,Gajian kudu nunggu tanggal 1 bae heran guamah dah 🙄😒,Gajian kudu nunggu tanggal 1 bae heran guamah dah <Wajah Memutar Mata><Wajah Tidak Terhibur>,[]
negatif,Wkwkwk twt murka dgn kao mungkin wkwkwk 🤣🙄,Wkwkwk twt murka dgn kao mungkin wkwkwk <Tertawa Terpingkal-Pingkal><Wajah Memutar Mata>,[]
negatif,"Nggak usah berharap, karena akan buat kecewa, memang begitulah keadaan negeri kita saat ini 😞💔","Nggak usah berharap, karena akan buat kecewa, memang begitulah keadaan negeri kita saat ini <Wajah Kecewa><Hati Patah>",[]
negatif,"Smoker ""Jangan tertipu oleh penampilan luar saja. 🙄😏""","Smoker ""Jangan tertipu oleh penampilan luar saja. <Wajah Memutar Mata><Wajah Tersenyum Sinis>""",[]
negatif,Di DM yah... tapi kamu jangan jijik ya 🤢 Biasa aja ekspresi ny 😐,Di DM yah... tapi kamu jangan jijik ya <Wajah Mual> Biasa aja ekspresi ny <Wajah Netral>,[]
